UserId,DateOfBirthId,GeoId,Gender
31592,birth_538835,17,1
115949,birth_538835,71,1
5461,birth_538835,56,2
95170,birth_538835,29,2
42825,birth_538835,4,2
11650,birth_538835,25,2
54560,birth_538835,15,2
26398,birth_538835,15,1
54870,birth_538835,55,2
15586,birth_538835,70,2
60105,birth_538835,28,2
96168,birth_538835,11,2
50024,birth_538835,60,1
45256,birth_538835,29,1
22386,birth_538835,62,1
16204,birth_538835,34,2
12408,birth_538835,6,1
611,birth_538835,4,1
5030,birth_538835,66,1
3376,birth_538835,57,2
28136,birth_538835,53,2
56690,birth_538835,8,1
84645,birth_538835,25,1
110348,birth_538835,58,2
44451,birth_538835,22,1
89020,birth_538835,48,2
45004,birth_538835,6,2
2733,birth_538835,62,1
71436,birth_538835,19,2
91430,birth_538835,24,1
46839,birth_538835,19,1
27717,birth_538835,3,2
63367,birth_538835,44,1
95568,birth_538835,66,1
75354,birth_538835,43,2
19726,birth_538835,40,1
3934,birth_538835,8,1
30369,birth_538835,26,1
87504,birth_538835,40,1
101794,birth_538835,51,2
6816,birth_538835,53,2
117005,birth_538835,22,1
109077,birth_538835,63,1
58677,birth_538835,65,1
94713,birth_538835,19,1
48758,birth_538835,10,1
17644,birth_538835,5,1
63401,birth_538835,72,1
47337,birth_538835,49,1
40493,birth_538835,22,2
45994,birth_538835,71,1
59319,birth_538835,13,2
27013,birth_538835,10,1
106652,birth_538835,30,2
37225,birth_538835,5,2
97793,birth_538835,14,1
85396,birth_538835,62,2
51522,birth_538835,15,1
15475,birth_538835,49,2
6837,birth_538835,58,1
19814,birth_538835,26,2
110397,birth_538835,39,2
102069,birth_538835,34,1
47033,birth_538835,49,2
72164,birth_538835,11,2
3734,birth_538835,25,2
53017,birth_538835,66,2
1882,birth_538835,6,2
48721,birth_538835,22,2
76446,birth_538835,39,2
96408,birth_538835,30,1
4094,birth_538835,10,2
31612,birth_538835,8,2
95106,birth_538835,15,2
71866,birth_538835,44,2
76130,birth_538835,70,2
114534,birth_538835,10,1
56977,birth_538835,8,2
78958,birth_538835,32,1
71781,birth_538835,3,2
6101,birth_538835,16,2
9084,birth_538835,28,2
58308,birth_538835,66,2
83098,birth_538835,23,1
41011,birth_538835,41,1
2219,birth_538835,71,2
37203,birth_538835,29,1
59665,birth_538835,34,1
19268,birth_538835,15,2
36643,birth_538835,35,2
26229,birth_538835,12,2
52158,birth_538835,40,1
98366,birth_538835,10,1
38430,birth_538835,17,2
91678,birth_538835,29,2
1676,birth_538835,23,1
47058,birth_538835,60,1
27696,birth_538835,6,1
48501,birth_538835,32,2
28410,birth_538835,64,1
86854,birth_538835,33,2
5032,birth_538835,49,2
76989,birth_538835,64,2
56484,birth_538835,68,2
85726,birth_538835,64,2
83894,birth_538835,10,2
27162,birth_538835,15,1
48269,birth_538835,47,1
22953,birth_538835,25,1
106201,birth_538835,49,2
31354,birth_538835,57,2
110759,birth_538835,58,2
58952,birth_538835,71,1
42803,birth_538835,40,1
88227,birth_538835,40,2
16322,birth_538835,36,1
12159,birth_538835,11,2
117537,birth_538835,29,2
89990,birth_538835,52,1
28452,birth_538835,25,2
25207,birth_538835,38,2
65967,birth_538835,39,1
45447,birth_538835,69,1
86092,birth_538835,9,1
109709,birth_538835,32,2
94036,birth_538835,44,2
83816,birth_538835,11,2
10857,birth_538835,9,2
105926,birth_538835,40,2
13821,birth_538835,27,2
45403,birth_538835,6,1
90338,birth_538835,14,2
34131,birth_538835,54,1
31838,birth_538835,14,2
110452,birth_538835,73,2
32619,birth_538835,64,2
4549,birth_538835,6,2
59344,birth_538835,30,2
86751,birth_538835,62,2
99798,birth_538835,26,1
110189,birth_538835,49,2
64355,birth_538835,67,2
96333,birth_538835,17,1
65223,birth_538835,15,1
99403,birth_538835,40,2
30735,birth_538835,52,2
53636,birth_538835,25,1
107269,birth_538835,14,1
46331,birth_538835,39,1
37583,birth_538835,14,1
6581,birth_538835,32,2
8732,birth_538835,54,1
101753,birth_538835,41,2
42283,birth_538835,62,2
28994,birth_538835,59,1
19826,birth_538835,3,2
42012,birth_538835,62,1
36877,birth_538835,33,1
18000,birth_538835,53,2
21724,birth_538835,60,2
107657,birth_538835,16,2
23589,birth_538835,8,2
58836,birth_538835,61,2
71831,birth_538835,16,2
25059,birth_538835,66,1
82507,birth_538835,49,2
11930,birth_538835,2,1
28071,birth_538835,8,1
16185,birth_538835,17,1
116465,birth_538835,24,2
49295,birth_538835,36,1
80135,birth_538835,26,1
29827,birth_538835,49,1
51222,birth_538835,65,1
59174,birth_538835,3,1
34472,birth_538835,22,2
73007,birth_538835,15,2
86563,birth_538835,5,1
82724,birth_538835,44,2
23615,birth_538835,64,1
97479,birth_538835,72,1
85535,birth_538835,64,2
79933,birth_538835,24,2
24013,birth_538835,9,1
36350,birth_538835,4,2
83596,birth_538835,23,1
57007,birth_538835,25,1
3976,birth_538835,25,1
94616,birth_538835,31,1
67892,birth_538835,43,1
81502,birth_538835,74,1
47552,birth_538835,62,1
18387,birth_538835,34,1
67915,birth_538835,49,1
25273,birth_538835,29,1
66923,birth_538835,75,2
3588,birth_538835,64,2
81508,birth_538835,4,1
14032,birth_538835,29,1
2147,birth_538835,41,2
87674,birth_538835,69,1
86463,birth_538835,29,1
35674,birth_538835,24,2
15351,birth_538835,5,1
18679,birth_538835,65,2
105863,birth_538835,44,2
98712,birth_538835,32,1
42573,birth_538835,31,2
23454,birth_538835,2,2
57187,birth_538835,15,1
66111,birth_538835,76,2
41201,birth_538835,62,1
14986,birth_538835,69,2
5264,birth_538835,44,2
98760,birth_538835,66,1
114592,birth_538835,15,2
1322,birth_538835,69,2
109865,birth_538835,44,2
12453,birth_538835,3,2
92174,birth_538835,56,1
301,birth_538835,60,2
10685,birth_538835,20,2
64948,birth_538835,35,1
102360,birth_538835,23,1
46375,birth_538835,8,2
76807,birth_538835,52,2
4917,birth_538835,60,1
108856,birth_538835,21,2
36313,birth_538835,52,2
55541,birth_538835,33,2
65635,birth_538835,43,1
116263,birth_538835,30,1
92912,birth_538835,40,2
116371,birth_538835,66,1
22820,birth_538835,58,1
51814,birth_538835,38,2
20172,birth_538835,64,1
106573,birth_538835,8,1
42937,birth_538835,38,1
57281,birth_538835,69,1
98722,birth_538835,53,2
106435,birth_538835,8,1
80703,birth_538835,44,1
18916,birth_538835,6,2
86263,birth_538835,38,1
79000,birth_538835,34,1
96329,birth_538835,31,1
23883,birth_538835,69,2
52163,birth_538835,66,2
60740,birth_538835,61,1
74856,birth_538835,13,2
33830,birth_538835,41,1
43019,birth_538835,54,2
86676,birth_538835,22,1
42173,birth_538835,52,1
28201,birth_538835,35,1
20093,birth_538835,6,1
17511,birth_538835,23,2
69482,birth_538835,52,1
104118,birth_538835,11,2
32872,birth_538835,14,1
69171,birth_538835,17,2
18833,birth_538835,28,1
27164,birth_538835,8,2
13239,birth_538835,2,1
41395,birth_538835,35,2
11566,birth_538835,17,1
109002,birth_538835,26,2
33068,birth_538835,74,1
85154,birth_538835,31,1
40020,birth_538835,27,1
4700,birth_538835,59,2
16814,birth_538835,64,2
20005,birth_538835,2,2
50306,birth_538835,71,2
54861,birth_538835,73,2
6251,birth_538835,53,1
3537,birth_538835,3,2
51970,birth_538835,42,1
96053,birth_538835,43,1
113747,birth_538835,76,2
78084,birth_538835,3,2
70407,birth_538835,17,1
117135,birth_538835,66,2
115440,birth_538835,26,1
79398,birth_538835,44,1
19452,birth_538835,51,1
28189,birth_538835,14,1
90101,birth_538835,21,1
102138,birth_538835,8,1
7113,birth_538835,29,2
58423,birth_538835,35,1
5600,birth_538835,22,1
98013,birth_538835,39,1
28623,birth_538835,29,2
116070,birth_538835,15,1
100299,birth_538835,6,2
13901,birth_538835,5,1
72179,birth_538835,72,2
101902,birth_538835,17,1
92046,birth_538835,29,1
67472,birth_538835,49,2
109103,birth_538835,64,2
56860,birth_538835,29,2
23938,birth_538835,23,2
15319,birth_538835,13,2
31298,birth_538835,56,1
49716,birth_538835,33,2
54752,birth_538835,25,2
7966,birth_538835,27,1
23383,birth_538835,24,1
4319,birth_538835,40,2
52995,birth_538835,74,1
46924,birth_538835,14,1
30932,birth_538835,19,2
102081,birth_538835,44,2
33852,birth_538835,28,2
111735,birth_538835,46,2
5457,birth_538835,53,2
10002,birth_538835,24,1
1255,birth_538835,62,2
80909,birth_538835,13,2
8878,birth_538835,41,2
11794,birth_538835,1,2
61918,birth_538835,1,2
95019,birth_538835,54,1
67400,birth_538835,8,2
14335,birth_538835,53,2
90481,birth_538835,44,2
10267,birth_538835,17,2
4355,birth_538835,75,2
14565,birth_538835,37,2
31436,birth_538835,22,1
23331,birth_538835,65,1
35543,birth_538835,58,1
5918,birth_538835,43,1
93427,birth_538835,13,1
66402,birth_538835,14,2
82302,birth_538835,30,2
54117,birth_538835,14,2
74438,birth_538835,51,1
87288,birth_538835,13,2
41590,birth_538835,26,1
44624,birth_538835,43,2
100723,birth_538835,38,1
19378,birth_538835,44,1
2423,birth_538835,44,1
45796,birth_538835,15,1
47833,birth_538835,5,2
53484,birth_538835,6,1
60108,birth_538835,52,2
106430,birth_538835,59,2
70314,birth_538835,14,1
94930,birth_538835,62,2
117233,birth_538835,41,2
107430,birth_538835,69,1
52832,birth_538835,19,1
114186,birth_538835,53,1
15428,birth_538835,32,1
30096,birth_538835,59,2
96583,birth_538835,76,2
72555,birth_538835,71,2
80306,birth_538835,58,1
92580,birth_538835,63,2
83730,birth_538835,32,2
22394,birth_538835,15,1
69767,birth_538835,42,1
69212,birth_538835,51,2
81805,birth_538835,49,1
11766,birth_538835,53,2
105253,birth_538835,49,2
50480,birth_538835,14,1
71676,birth_538835,53,1
17844,birth_538835,22,1
37865,birth_538835,60,2
57270,birth_538835,25,2
80743,birth_538835,14,2
5442,birth_538835,30,1
52018,birth_538835,35,1
1363,birth_538835,66,1
77601,birth_538835,44,1
19204,birth_538835,69,1
78692,birth_538835,34,1
76589,birth_538835,66,1
13781,birth_538835,52,1
82481,birth_538835,10,1
54600,birth_538835,57,2
31242,birth_538835,34,1
116192,birth_538835,67,1
54492,birth_538835,39,2
40396,birth_538835,68,1
89285,birth_538835,26,1
63175,birth_538835,2,1
113794,birth_538835,22,1
87770,birth_538835,53,1
107507,birth_538835,51,1
18140,birth_538835,3,1
94417,birth_538835,29,2
35769,birth_538835,1,1
72261,birth_538835,22,2
69103,birth_538835,53,1
70474,birth_538835,4,2
109349,birth_538835,44,2
103373,birth_538835,28,2
31413,birth_538835,70,1
89897,birth_538835,5,1
10393,birth_538835,32,1
40267,birth_538835,29,1
55411,birth_538835,40,1
27254,birth_538835,10,2
55471,birth_538835,37,1
18381,birth_538835,35,1
32953,birth_538835,6,2
13574,birth_538835,29,1
88974,birth_538835,14,1
49156,birth_538835,3,2
33551,birth_538835,22,2
72830,birth_538835,51,1
55828,birth_538835,17,1
102461,birth_538835,40,2
79262,birth_538835,6,1
16697,birth_538835,68,2
105501,birth_538835,28,2
72663,birth_538835,26,1
49419,birth_538835,23,1
65896,birth_538835,64,1
98674,birth_538835,14,1
79492,birth_538835,53,2
63210,birth_538835,63,2
54523,birth_538835,13,2
77438,birth_538835,32,2
72633,birth_538835,16,1
39369,birth_538835,74,2
48128,birth_538835,25,2
53920,birth_538835,25,2
51701,birth_538835,14,1
36936,birth_538835,21,2
105010,birth_538835,25,2
56478,birth_538835,5,2
59520,birth_538835,36,2
22553,birth_538835,56,1
99162,birth_538835,58,2
73392,birth_538835,33,1
49537,birth_538835,63,2
83932,birth_538835,10,2
20540,birth_538835,19,1
54786,birth_538835,34,2
38416,birth_538835,11,2
43394,birth_538835,66,1
39628,birth_538835,5,1
84928,birth_538835,42,2
76870,birth_538835,55,2
43383,birth_538835,61,1
65637,birth_538835,51,1
38975,birth_538835,58,1
29358,birth_538835,21,1
8141,birth_538835,11,2
64742,birth_538835,36,1
29309,birth_538835,33,1
116864,birth_538835,60,2
110965,birth_538835,13,2
101594,birth_538835,57,2
99160,birth_538835,26,2
39218,birth_538835,8,1
90565,birth_538835,11,1
75581,birth_538835,20,2
110496,birth_538835,70,1
71065,birth_538835,10,1
42651,birth_538835,31,1
52088,birth_538835,50,1
6203,birth_538835,64,1
13446,birth_538835,65,2
73859,birth_538835,14,2
8312,birth_538835,4,2
117841,birth_538835,48,2
113240,birth_538835,30,1
70807,birth_538835,49,2
101675,birth_538835,1,1
30436,birth_538835,21,2
114882,birth_538835,40,2
51918,birth_538835,5,1
45325,birth_538835,21,1
82708,birth_538835,28,1
46412,birth_538835,69,2
68826,birth_538835,2,1
82631,birth_538835,20,2
38472,birth_538835,73,1
84887,birth_538835,74,2
89333,birth_538835,8,1
105386,birth_538835,64,1
47824,birth_538835,22,1
51248,birth_538835,50,2
33171,birth_538835,64,1
1333,birth_538835,17,2
66357,birth_538835,55,1
1677,birth_538835,58,1
104508,birth_538835,69,1
64393,birth_538835,13,2
90312,birth_538835,51,1
28732,birth_538835,4,2
96514,birth_538835,34,2
75777,birth_538835,35,2
78460,birth_538835,73,1
35722,birth_538835,16,2
10499,birth_538835,58,2
68342,birth_538835,48,1
113495,birth_538835,51,2
72523,birth_538835,35,1
9581,birth_538835,21,2
29180,birth_538835,26,2
23272,birth_538835,23,1
20971,birth_538835,13,2
9169,birth_538835,74,2
79690,birth_538835,34,2
67442,birth_538835,23,1
96835,birth_538835,9,1
89633,birth_538835,37,1
24738,birth_538835,76,1
68859,birth_538835,14,2
63066,birth_538835,31,2
68577,birth_538835,34,2
100183,birth_538835,43,2
113427,birth_538835,14,1
40042,birth_538835,31,2
84019,birth_538835,26,1
47418,birth_538835,30,2
74580,birth_538835,7,2
6321,birth_538835,41,1
27760,birth_538835,55,2
43140,birth_538835,42,1
33361,birth_538835,49,1
57595,birth_538835,55,2
36431,birth_538835,46,1
970,birth_538835,41,1
10305,birth_538835,55,2
16624,birth_538835,40,2
77289,birth_538835,36,2
91810,birth_538835,30,2
76527,birth_538835,14,2
58522,birth_538835,20,2
107388,birth_538835,3,2
62881,birth_538835,32,1
73338,birth_538835,64,1
97240,birth_538835,67,1
76283,birth_538835,10,2
102402,birth_538835,66,2
65352,birth_538835,13,2
425,birth_538835,62,2
20155,birth_538835,42,2
87223,birth_538835,66,1
8981,birth_538835,51,2
61052,birth_538835,48,1
7656,birth_538835,70,2
111964,birth_538835,69,2
24803,birth_538835,64,1
54547,birth_538835,3,1
8356,birth_538835,28,2
28023,birth_538835,3,1
38856,birth_538835,67,2
96521,birth_538835,43,2
109509,birth_538835,17,2
87604,birth_538835,34,1
5240,birth_538835,67,1
45639,birth_538835,32,2
35529,birth_538835,29,1
28679,birth_538835,34,2
35403,birth_538835,18,2
30917,birth_538835,52,2
17744,birth_538835,25,1
117110,birth_538835,27,2
99658,birth_538835,69,2
89423,birth_538835,13,1
9538,birth_538835,25,2
55172,birth_538835,70,2
9787,birth_538835,70,2
34921,birth_538835,25,1
86960,birth_538835,10,1
79560,birth_538835,30,2
37942,birth_538835,17,2
21903,birth_538835,73,1
98087,birth_538835,54,1
59935,birth_538835,35,2
2027,birth_538835,65,2
26950,birth_538835,72,2
52298,birth_538835,63,2
88073,birth_538835,49,1
87853,birth_538835,63,1
73386,birth_538835,14,1
90505,birth_538835,65,2
46596,birth_538835,17,1
1580,birth_538835,47,1
24600,birth_538835,15,2
117858,birth_538835,8,1
25881,birth_538835,58,1
90466,birth_538835,33,1
89751,birth_538835,47,1
100515,birth_538835,26,2
101026,birth_538835,44,2
12791,birth_538835,39,1
43013,birth_538835,29,2
74311,birth_538835,33,2
78431,birth_538835,9,2
95119,birth_538835,12,1
23215,birth_538835,10,2
99614,birth_538835,32,1
13264,birth_538835,76,1
104163,birth_538835,33,1
38721,birth_538835,34,2
95616,birth_538835,1,2
44070,birth_538835,4,1
12620,birth_538835,33,2
71933,birth_538835,7,2
63278,birth_538835,43,1
97425,birth_538835,25,2
117873,birth_538835,30,2
79493,birth_538835,15,2
32875,birth_538835,17,2
45635,birth_538835,58,1
36663,birth_538835,17,1
76389,birth_538835,46,2
41162,birth_538835,13,1
72805,birth_538835,26,2
56994,birth_538835,43,1
96907,birth_538835,24,2
13111,birth_538835,46,2
48504,birth_538835,14,1
45545,birth_538835,22,2
75015,birth_538835,40,2
37492,birth_538835,41,1
1860,birth_538835,52,1
4379,birth_538835,33,1
72190,birth_538835,5,2
106569,birth_538835,38,1
50987,birth_538835,51,1
12881,birth_538835,69,1
10104,birth_538835,57,1
23772,birth_538835,43,1
73733,birth_538835,29,2
80940,birth_538835,61,1
100947,birth_538835,28,2
28720,birth_538835,62,1
39435,birth_538835,69,2
55264,birth_538835,46,2
35536,birth_538835,10,2
93982,birth_538835,54,2
39746,birth_538835,3,2
59636,birth_538835,28,1
85309,birth_538835,11,2
102212,birth_538835,52,1
82234,birth_538835,33,1
55829,birth_538835,38,1
19441,birth_538835,14,1
45808,birth_538835,49,2
53262,birth_538835,21,1
79393,birth_538835,12,1
50635,birth_538835,23,1
104726,birth_538835,44,2
79075,birth_538835,24,1
68479,birth_538835,39,2
49925,birth_538835,73,2
41004,birth_538835,67,2
38596,birth_538835,26,1
41262,birth_538835,31,1
5219,birth_538835,54,1
99292,birth_538835,51,1
52869,birth_538835,41,1
111177,birth_538835,66,1
71515,birth_538835,6,2
26775,birth_538835,40,1
23935,birth_538835,31,1
14074,birth_538835,29,1
88590,birth_538835,50,2
76409,birth_538835,10,1
8781,birth_538835,62,1
66372,birth_538835,23,1
58217,birth_538835,23,1
95524,birth_538835,68,2
6669,birth_538835,52,1
56906,birth_538835,49,2
69241,birth_538835,70,1
51393,birth_538835,18,2
87895,birth_538835,46,2
114390,birth_538835,42,2
54527,birth_538835,38,1
88079,birth_538835,71,1
57353,birth_538835,49,2
41651,birth_538835,29,1
98323,birth_538835,59,1
86840,birth_538835,30,2
26008,birth_538835,51,1
17522,birth_538835,18,2
99886,birth_538835,68,2
87922,birth_538835,32,2
3716,birth_538835,27,2
8473,birth_538835,69,2
4136,birth_538835,10,1
103026,birth_538835,10,2
13939,birth_538835,23,2
22717,birth_538835,12,2
29489,birth_538835,15,1
86591,birth_538835,63,2
46558,birth_538835,34,2
52274,birth_538835,43,2
75730,birth_538835,26,1
96090,birth_538835,31,2
83172,birth_538835,14,1
45569,birth_538835,35,1
12152,birth_538835,15,1
1754,birth_538835,40,2
93983,birth_538835,40,1
110612,birth_538835,11,2
64994,birth_538835,6,1
116766,birth_538835,15,2
88000,birth_538835,26,1
58414,birth_538835,73,2
25834,birth_538835,24,1
80185,birth_538835,10,1
57945,birth_538835,16,1
82610,birth_538835,29,1
28460,birth_538835,10,1
31944,birth_538835,21,1
22377,birth_538835,39,2
66150,birth_538835,11,2
97076,birth_538835,52,1
75386,birth_538835,14,1
5074,birth_538835,1,1
80630,birth_538835,5,1
48023,birth_538835,5,1
79696,birth_538835,29,2
89653,birth_538835,38,2
54866,birth_538835,46,2
73679,birth_538835,37,2
66153,birth_538835,28,1
78028,birth_538835,55,1
14611,birth_538835,1,1
62115,birth_538835,37,1
29512,birth_538835,16,1
30453,birth_538835,38,2
29670,birth_538835,48,2
111488,birth_538835,25,2
21097,birth_538835,67,1
85886,birth_538835,13,2
79249,birth_538835,25,2
